order,family,genus,species,authority,collector,collection #,Organ,Stem Diameter cm,Height m,VDRAW-Vessel diameter micrometers,VDFinal-Vessel diameter interpreted,VG-vessels/group RAW,VG curated,VMM-Vessel density mmper2 RAW,VMM-FINAL,raw VEL-Vessel element Length micrometers,final VEL-Vessel element Length micrometers,VWTRAW-Vessel wall thickness draw micrometers,VWTFINAL-Vessel wall thickness draw micrometers,RAW.BAR#-perforation plate bar ,FINAL.BAR#-perforation plate bar ,Number perforations per plate,RAW.simple.scalariform,FINAL.simple.scalariform,FINAL.scalariform.not,vessels present/absent,raw V-V-vessel-vessel (intervascular) pit diam micrometers,final V-V-vessel-vessel (intervascular) pit diam micrometers,"ITEDRAW: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam","ITEDFINAL: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam",ITELRAW: ITE cell length-RAW micrometers,"ITELFINAL: ITE cell length-curated, micrometers",ITEWTRAW: ITE wall thick-DRAW micrometers,ITEWTFINAL: wall thick final micrometers,ITE type RAW,ITE.Final,# septum/fiber,AP/strand-Axial Parenchyma cells/strand,MRH-Multiseriate Ray Height.mm,MRW-multseriate Ray width cell#,URH-Uniseriate Ray Ht.mm,self/ non,DWT- Double wall thickness (um),quien,cite,id1,id2,,,,,,vwt/vd,dwt/vd
Ranunculales,Berberidaceae,Berberis,aquifolium var. Dicryota,(Jeps.) Jeps.,Thompson,1965,,,,9,9,,,,,167,167,,,0,0,1,simple,simple,simple,present,4,4,,,327,327,,,libriform,libriform,,,>3,4.6,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_aquifolium var. Dicryota_Thompson_1965_,Ranunculales_Berberidaceae_Berberis_aquifolium var. Dicryota_(Jeps.) Jeps._Thompson_1965_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,carinata,Lechl.,Davidson,3717,,,,14,14,,,,,217,217,,,0,0,1,simple,simple,simple,present,4,4,,,381,381,,,libriform,libriform,,,1.87,5.2,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_carinata_Davidson_3717_,Ranunculales_Berberidaceae_Berberis_carinata_Lechl._Davidson_3717_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,fremontii,Torr.,Carlquist,8032,,,,13,13,,,,,225,225,,,0,0,1,simple,simple,simple,present,4,4,,,393,393,,,libriform,libriform,,,>3,6.9,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_fremontii_Carlquist_8032_,Ranunculales_Berberidaceae_Berberis_fremontii_Torr._Carlquist_8032_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,fremontii,Torr.,Wolf,10148,,,,9,9,,,,,209,209,,,0,0,1,simple,simple,simple,present,4,4,,,386,386,,,libriform,libriform,,,1.868,8.6,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_fremontii_Wolf_10148_,Ranunculales_Berberidaceae_Berberis_fremontii_Torr._Wolf_10148_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,moranensis,Hebenstr. & Ludw. ex Schult. & Schult.f.,MADw,21940,,,,11,11,,,,,219,219,,,0,0,1,simple,simple,simple,present,4,4,,,399,399,,,libriform,libriform,,,1.451,7,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_moranensis_MADw_21940_,Ranunculales_Berberidaceae_Berberis_moranensis_Hebenstr. & Ludw. ex Schult. & Schult.f._MADw_21940_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,nervosa,Pursh,Bissing,120,stem,,,12,12,,,,,272,272,,,0,0,1,simple,simple,simple,present,4,4,,,406,406,,,libriform,libriform,,,0.985,2.9,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_nervosa_Bissing_120 larger stem_,Ranunculales_Berberidaceae_Berberis_nervosa_Pursh_Bissing_120 larger stem_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,nervosa,Pursh,Bissing,262,stem,,,6,6,,,,,227,227,,,0,0,1,simple,simple,simple,present,4,4,,,375,375,,,libriform,libriform,,,1.084,7.9,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_nervosa_Bissing_262 smaller stem_,Ranunculales_Berberidaceae_Berberis_nervosa_Pursh_Bissing_262 smaller stem_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,paniculata,Juss. ex DC.,Davidson,5040,,,,24,24,,,,,254,254,,,0,0,1,simple,simple,simple,present,4,4,,,371,371,,,libriform,libriform,,,1.797,6.5,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_paniculata_Davidson_5040_,Ranunculales_Berberidaceae_Berberis_paniculata_Juss. ex DC._Davidson_5040_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Berberis,trfoliata,Hartw. ex Lindl.,USw,14142,,,,13,13,,,,,232,232,,,0,0,1,simple,simple,simple,present,4,4,,,489,489,,,libriform,libriform,,,3.579,8.2,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Berberis_trfoliata_Usw_14142_,Ranunculales_Berberidaceae_Berberis_trfoliata_Hartw. ex Lindl._Usw_14142_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Epimedium,pinnatum,Fisch. ex DC.,McLean,19,,,,15,15,,,,,400,400,,,"mostly simple, very occasional scalariform plates with few bars 1-5",0,1,"mostly simple, very occasional scalariform plates with few bars",simple and scalariform,simple,present,4,4,,,439,439,,,libriform,libriform,,,>3,10.3,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Epimedium_pinnatum_McLean_19_,Ranunculales_Berberidaceae_Epimedium_pinnatum_Fisch. ex DC._McLean_19_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Jeffersonia,diphylla,(L.) Pers.,Benke,53,,,,17,17,,,,,156,156,,,0,0,1,simple,simple,simple,present,4,4,,,239,239,,,tracheids,tracheids,,,0.164,2,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Jeffersonia_diphylla_Benke_53_,Ranunculales_Berberidaceae_Jeffersonia_diphylla_(L.) Pers._Benke_53_,,,,,,0.00,0.00
Ranunculales,Berberidaceae,Mahonia,bealei,(Fortune) Pynaert,cult.,Claremont,,,,13,13,,,,,272,272,,,0,0,1,simple,simple,simple,present,4,4,,,541,541,,,libriform,libriform,,,2.4,4.4,,self,,Beto,"Carlquist, S. (1995). Wood anatomy of Berberidaceae: Ecological and phylogenetic considerations. Aliso: A Journal of Systematic and Evolutionary Botany, 14(2), 85-103.",Mahonia_bealei_cult._Claremont_,Ranunculales_Berberidaceae_Mahonia_bealei_(Fortune) Pynaert_cult._Claremont_,,,,,,0.00,0.00
Ranunculales,Menispermaceae,Cissampelos,sp,,PRFw,11380,stem,,,154,154,1.12,1.12,11,,430,430,5—11,8,0,0,1,simple,simple,simple,present,4,4,,,992,992,3,3,tracheids,tracheids,,2,>5,16.8,,non,11,Beto,"Carlquist, S. (1996). Wood and stem anatomy of Menispermaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 14(3), 155-170.",Cissampelos_sp_PRFw_11380_stem,Ranunculales_Menispermaceae_Cissampelos_sp__PRFw_11380_stem,,,,,,0.05,0.07
Ranunculales,Menispermaceae,Hypserpa,decumbens,(Benth.) Diels,SFCw,R1-191-8,stem,,,153,153,1.03,1.03,9,,373,373,3—7,5,0,0,1,simple,simple,simple,present,4,4,,,1208,1208,2,2,tracheids,tracheids,,2,>1,10.2,,non,7,Beto,"Carlquist, S. (1996). Wood and stem anatomy of Menispermaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 14(3), 155-170.",Hypserpa_decumbens_SFCw_R1-191-8_stem,Ranunculales_Menispermaceae_Hypserpa_decumbens_(Benth.) Diels_SFCw_R1-191-8_stem,,,,,,0.03,0.05
Asterales,Compositae,Dubautia,knudsenii,Hillebr.,Carlquist,H15,,,,68,68,1.3,1.3,13,,420,420,2.3,2.3,0,0,1,simple,simple,simple,present,4,4,,,698,698,2.6,2.6,libriform,libriform,,2—4,4.623,3.4,,self,4.9,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_knudsenii_Carlquist_H15_,Asterales_Compositae_Dubautia_knudsenii_Hillebr._Carlquist_H15_,,,,,,0.03,0.07
Asterales,Compositae,Dubautia,laxa,Hook. & Arn.,Carlquist,1971,,,,59,59,1.4,1.4,14,,262,262,2.5,2.5,0,0,1,simple,simple,simple,present,4,4,,,546,546,4.6,4.6,libriform,libriform,,2—4,0.576,5.9,,self,7.1,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_laxa_Carlquist_1971_,Asterales_Compositae_Dubautia_laxa_Hook. & Arn._Carlquist_1971_,,,,,,0.04,0.12
Asterales,Compositae,Dubautia,linearis,(Gaudich.) D.D.Keck,Rock,8123,,,,41,41,1.8,1.8,39,,179,179,2.2,2.2,0,0,1,simple,simple,simple,present,4,4,,,374,374,4,4,libriform,libriform,,2—4,1.936,6.8,,self,6.2,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_linearis_Rock_8123_,Asterales_Compositae_Dubautia_linearis_(Gaudich.) D.D.Keck_Rock_8123_,,,,,,0.05,0.15
Asterales,Compositae,Dubautia,microcephala,Skottsb.,Carlquist,H14,,,,52,52,2,2,20,,320,320,2.2,2.2,0,0,1,simple,simple,simple,present,4,4,,,564,564,3,3,libriform,libriform,,2—4,0.601,3.4,,self,5.2,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_microcephala_Carlquist_H14_,Asterales_Compositae_Dubautia_microcephala_Skottsb._Carlquist_H14_,,,,,,0.04,0.10
Asterales,Compositae,Dubautia,scabra,(DC.) D.D.Keck,Carlquist,2035,,,,32,32,3.8,3.8,126,,244,244,1.2,1.2,0,0,1,simple,simple,simple,present,4,4,,,469,469,2.5,2.5,libriform,libriform,,2—4,2.252,7,,self,3.7,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_scabra_Carlquist_2035_,Asterales_Compositae_Dubautia_scabra_(DC.) D.D.Keck_Carlquist_2035_,,,,,,0.04,0.12
Asterales,Compositae,Dubautia,sherffiana,Fosberg,Carlquist,2356,,,,38,38,1.6,1.6,23,,224,224,2.2,2.2,0,0,1,simple,simple,simple,present,4,4,,,539,539,3,3,libriform,libriform,,2—4,0.922,4.4,,self,5.2,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_sherffiana_Carlquist_2356_,Asterales_Compositae_Dubautia_sherffiana_Fosberg_Carlquist_2356_,,,,,,0.06,0.14
Asterales,Compositae,Dubautia,waialealae,Rock,Rock,5030,,,,11,11,>10,10,333,,208,208,2.5,2.5,0,0,1,simple,simple,simple,present,4,4,,,462,462,2.4,2.4,libriform,libriform,,2—4,1.101,6.1,,self,4.9,Beto,"Carlquist, S. (1998). Wood anatomy of Dubautia (Asteraceae: Madiinae) in relation to adaptive radiation.",Dubautia_waialealae_Rock_5030_,Asterales_Compositae_Dubautia_waialealae_Rock_Rock_5030_,,,,,,0.23,0.45
Myricales,Myricaceae,Comptonia,peregrina,(L.) Coult.,Carlquist,634,stem,,,30,30,1.19,1.19,260,,477,477,2,2,0,0,1,simple,simple,simple,present,4,4,,,701,701,3.5,3.5,tracheids,tracheids,,3—8,0.379,2.1,0.106,self,5.5,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Comptonia_peregrina_Carlquist_634_stem,Myricales_Myricaceae_Comptonia_peregrina_(L.) Coult._Carlquist_634_stem,,,,,,0.07,0.18
Myricales,Myricaceae,Morella,cerifera,(L.) Small,Yale,49459,stem,,,42,42,1.1,1.1,151,,647,647,2.9,2.9,7.9,7.9,8.9,scalariform,scalariform,scalariform,present,4,4,,,914,914,4.7,4.7,tracheids,tracheids,,3—8,0.527,2.6,0.228,self,7.6,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Morella_cerifera_Yale_49459_stem,Myricales_Myricaceae_Morella_cerifera_(L.) Small_Yale_49459_stem,,,,,,0.07,0.18
Myricales,Myricaceae,Myrica,domingana,C. DC.,USw,1929,stem,,,48,48,1.04,1.04,51,,801,801,1.8,1.8,8.8,8.8,9.8,scalariform,scalariform,scalariform,present,4,4,,,1264,1264,7,7,tracheids,tracheids,,3—8,0.316,2.3,0.156,self,8.8,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Myrica_domingana_USw_1929_stem,Myricales_Myricaceae_Myrica_domingana_C. DC._USw_1929_stem,,,,,,0.04,0.18
Myricales,Myricaceae,Myrica,inodora,W. Bartram,Stearns,21,stem,,,41,41,1.17,1.17,174,,750,750,1,1,3.6,3.6,4.6,scalariform,scalariform,scalariform,present,4,4,,,1028,1028,3.5,3.5,tracheids,tracheids,,3—8,0.433,3.5,0.14,self,4.5,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Myrica_inodora_Stearns_21_stem,Myricales_Myricaceae_Myrica_inodora_W. Bartram_Stearns_21_stem,,,,,,0.02,0.11
Myricales,Myricaceae,Myrica,microcarpa,Benth.,USw,6105,stem,,,71,71,1.06,1.06,56,,759,759,1.8,1.8,7.5,7.5,8.5,scalariform,scalariform,scalariform,present,4,4,,,1323,1323,5.2,5.2,tracheids,tracheids,,3—8,0.385,3.4,0.185,self,7,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Myrica_microcarpa_USw_6105_stem,Myricales_Myricaceae_Myrica_microcarpa_Benth._USw_6105_stem,,,,,,0.03,0.10
Myricales,Myricaceae,Myrica,nagi,Thunb.,Carlquist,7880,stem,,,60,60,1.08,1.08,56,,560,560,1.1,1.1,6.6,6.6,7.6,scalariform,scalariform,scalariform,present,4,4,,,825,825,5.4,5.4,tracheids,tracheids,,3—8,0.789,3.8,0.249,self,6.5,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Myrica_nagi_Carlquist_7880_stem,Myricales_Myricaceae_Myrica_nagi_Thunb._Carlquist_7880_stem,,,,,,0.02,0.11
Myricales,Myricaceae,Myrica,rubra,(Lour.) Siebold & Zucc.,Carlquist,15495,stem,,,74,74,1.03,1.03,23,,812,812,1.8,1.8,7.7,7.7,8.7,scalariform,scalariform,scalariform,present,4,4,,,1243,1243,5,5,tracheids,tracheids,,3—8,0.492,2.5,0.195,self,6.8,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Myricaceae: relationships, generic definitions, and ecological interpretations. Aliso: A Journal of Systematic and Evolutionary Botany, 21(1), 7-29.",Myrica_rubra_Carlquist_15495_stem,Myricales_Myricaceae_Myrica_rubra_(Lour.) Siebold & Zucc._Carlquist_15495_stem,,,,,,0.02,0.09
Boraginales,Boraginaceae,Echium,strictum,L. f.,Carlquist,2511,stem,,,54,54,1.7,1.7,,,184,184,,,0,0,1,simple,simple,simple,present,4,4,22,22,300,300,3,3,"mainly libriform, some fiber tracheids",libriform,,absent,0.3,3.6,,self,,Emilio,"Carlquist, S. (1970). Wood anatomy of Echium (Boraginaceae). Aliso: A Journal of Systematic and Evolutionary Botany, 7(2), 183-199.",Echium_strictum_Carlquist_2511_stem,Boraginales_Boraginaceae_Echium_strictum_L. f._Carlquist_2511_stem,,,,,,0.00,0.00
Lamiales,Plantaginaceae,Plantago,arborescens,Poir.,Carlquist,2436 (RSA),stem,,,37,37,,,,,174,174,,,0,0,1,simple,simple,simple,present,4,4,25,25,247,247,3,3,libriform,libriform,,,,,,self,,Víctor,"Carlquist, S. (1970). Wood anatomy of insular species of Plantago and the problem of raylessness. Bulletin of the Torrey Botanical Club, 353-361.",Plantago_arborences_Carlquist_2436 (RSA)_stem,Lamiales_Plantaginaceae_Plantago_arborences_Poir._Carlquist_2436 (RSA)_stem,,,,,,0.00,0.00
Lamiales,Plantaginaceae,Plantago,maderensis,Decne.,Carlquist,2622 (RSA),stem,,,32,32,,,,,141,141,,,0,0,1,simple,simple,simple,present,4,4,40,40,224,224,2.5,2.5,libriform,libriform,,2,,,,self,,Víctor,"Carlquist, S. (1970). Wood anatomy of insular species of Plantago and the problem of raylessness. Bulletin of the Torrey Botanical Club, 353-361.",Plantago_maderensis_Carlquist_2622 (RSA)_stem,Lamiales_Plantaginaceae_Plantago_maderensis_Decne._Carlquist_2622 (RSA)_stem,,,,,,0.00,0.00
Lamiales,Plantaginaceae,Plantago,princeps,Cham.,Tessene,SN,stem,,,38,38,,,,,246,246,,,0,0,1,simple,simple,simple,present,4,4,33,33,187,187,3.5,3.5,libriform,libriform,,,,,,self,,Víctor,"Carlquist, S. (1970). Wood anatomy of insular species of Plantago and the problem of raylessness. Bulletin of the Torrey Botanical Club, 353-361.",Plantago_princeps_Tessene_SN_stem,Lamiales_Plantaginaceae_Plantago_princeps_Cham._Tessene_SN_stem,,,,,,0.00,0.00
Lamiales,Plantaginaceae,Plantago,webbii,Barn.,Carlquist,2494 (RSA),stem,,,17,17,,,,,128,128,,,0,0,1,simple,simple,simple,present,4,4,39,39,187,187,2,2,libriform,libriform,,,,,,self,,Víctor,"Carlquist, S. (1970). Wood anatomy of insular species of Plantago and the problem of raylessness. Bulletin of the Torrey Botanical Club, 353-361.",Plantago_webbii_Carlquist_2494 (RSA)_stem,Lamiales_Plantaginaceae_Plantago_webbii_Barn._Carlquist_2494 (RSA)_stem,,,,,,0.00,0.00
Caryophyllales,Polygonaceae,Calligonum,comosum,L’Hér.,Podgoroski,801,stem,,,20,20,5.7,5.7,59,,152,152,2.4,2.4,0,0,1,simple,simple,simple,present,4,4,,,476,476,2.3,2.3,libriform,libriform,,2,0.412,2,0.21,self,4.7,Beto,"Carlquist, S. (2003). Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society, 141(1), 25-51.",Calligonum_comosum_Podgoroski_801_stem,Caryophyllales_Polygonaceae_Calligonum_comosum_Lâ€™HÃ©r._Podgoroski_801_stem,,,,,,0.12,0.24
Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,Benth.,Carlquist,s.n.,stem,,,15,15,3.9,3.9,257,,158,158,2.2,2.2,0,0,1,simple,simple,simple,present,4,4,,,365,365,2.6,2.6,libriform,libriform,,1,0.196,2.2,0.131,self,4.8,Beto,"Carlquist, S. (2003). Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society, 141(1), 25-51.",Eriogonum_fasciculatum_Carlquist_SN_stem,Caryophyllales_Polygonaceae_Eriogonum_fasciculatum_Benth._Carlquist_SN_stem,,,,,,0.15,0.32
Caryophyllales,Polygonaceae,Eriogonum,giganteum,S. Watson,Carlquist,1820,stem,,,34,34,3.4,3.4,193,,120,120,3.4,3.4,0,0,1,simple,simple,simple,present,4,4,,,293,293,2.4,2.4,libriform,libriform,,1—2,0.216,2.1,0.114,self,5.8,Beto,"Carlquist, S. (2003). Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society, 141(1), 25-51.",Eriogonum_giganteum_Carlquist_1820_stem,Caryophyllales_Polygonaceae_Eriogonum_giganteum_S. Watson_Carlquist_1820_stem,,,,,,0.10,0.17
Caryophyllales,Polygonaceae,Eriogonum,kennedyi,Porter ex S.Watson,Carlquist,s.n.,stem,,,18,18,2.8,2.8,499,,131,131,2,2,0,0,1,simple,simple,simple,present,4,4,,,262,262,2,2,libriform,libriform,,1,,,,self,4,Beto,"Carlquist, S. (2003). Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society, 141(1), 25-51.",Eriogonum_kennedyi_Carlquist_SN_stem,Caryophyllales_Polygonaceae_Eriogonum_kennedyi_Porter ex S.Watson_Carlquist_SN_stem,,,,,,0.11,0.22
Caryophyllales,Polygonaceae,Reynoutria,multiflora,(Thunb.) Moldenke,SFCw,R1213-40,stem,,,50,50,>20,20,332,,120,120,3—8,5.5,0,0,1,simple,simple,simple,present,4,4,,,424,424,3,3,libriform,libriform,,1—2,>5,5.5,,self,8.5,Beto,"Carlquist, S. (2003). Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity. Botanical Journal of the Linnean Society, 141(1), 25-51.",Reynoutria_multiflora_SFCw_R1213-40_stem,Caryophyllales_Polygonaceae_Reynoutria_multiflora_(Thunb.) Moldenke_SFCw_R1213-40_stem,,,,,,0.11,0.17
Asterales,Calyceraceae,Acicarpha,bonariensis,(Pers.) Herter,Fosberg,48250,,,,16,16,1.5,1.5,301,,180,180,2.6,2.6,0,0,1,simple,simple,simple,present,4,4,,,231,231,2.6,2.6,libriform,libriform,2,,>0.5,4.6,absent,self,5.2,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Acicarpha_bonariensis_Fosberg_48250_,Asterales_Calyceraceae_Acicarpha_bonariensis_(Pers.) Herter_Fosberg_48250_,,,,,,0.16,0.33
Asterales,Calyceraceae,Acicarpha,tribuloides,Juss.,Carlquist,8172,root,,,29,29,1.32,1.32,246,,134,134,1.8,1.8,0,0,1,simple,simple,simple,present,4,4,,,195,195,2.5,2.5,libriform,libriform,2,,0.733,18,absent,self,4.3,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Acicarpha_tribuloides_Carlquist_8172_root,Asterales_Calyceraceae_Acicarpha_tribuloides_Juss._Carlquist_8172_root,,,,,,0.06,0.15
Asterales,Calyceraceae,Acicarpha,tribuloides,Juss.,Carlquist,8172,stem,,,18,18,1.73,1.73,428,,256,256,2.5,2.5,0,0,1,simple,simple,simple,present,4,4,,,417,417,3,3,libriform,libriform,2,,>0.5,7.5,absent,self,5.5,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Acicarpha_tribuloides_Carlquist_8172_stem,Asterales_Calyceraceae_Acicarpha_tribuloides_Juss._Carlquist_8172_stem,,,,,,0.14,0.31
Asterales,Calyceraceae,Calycera,crassifolia,(Miers) Hicken,DeVore,1833,stem,,,37,37,1.77,1.77,194,,216,216,2.2,2.2,0,0,1,simple,simple,simple,present,4,4,,,364,364,3,3,libriform,libriform,2,,1.317,3.8,0.177,self,5.2,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Calycera_crassifolia_DeVore_1833_stem,Asterales_Calyceraceae_Calycera_crassifolia_(Miers) Hicken_DeVore_1833_stem,,,,,,0.06,0.14
Asterales,Calyceraceae,Calycera,sympaganthera,Kuntze,DeVore,1284,stem,,,11,11,2.48,2.48,775,,210,210,2.6,2.6,0,0,1,simple,simple,simple,present,4,4,,,?,,3,3,absent,absent,2,,?,?,?,self,5.6,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Calycera_sympaganthera_DeVore_1284_stem,Asterales_Calyceraceae_Calycera_sympaganthera_Kuntze_DeVore_1284_stem,,,,,,0.24,0.51
Asterales,Compositae,Macraea,laricifolia,Hook. f.,Eliasson,11,stem,,2,55,55,1.5,1.5,57,,262,262,3.5,3.5,0,0,1,simple,simple,simple,present,4,4,23,23,545,545,3.5,3.5,libriform,libriform,,2-4,0.804,3.25,,self,7,Emilio,"Carlquist, S., & Eckhart, V. M. (1982). Wood anatomy of Darwiniothamnus, Lecocarpus, and Macraea (Asteraceae). Aliso: A Journal of Systematic and Evolutionary Botany, 10(2), 291-300.",Macraea_laricifolia_Eliasson_11_stem,Asterales_Compositae_Macraea_laricifolia_Hook. f._Eliasson_11_stem,,,,,,0.06,0.13
Ranunculales,Papaveraceae,Argemone,fruticosa,Thurber ex A. Gray,MADw,47068,stem,,,17,17,53,53,412,,127,127,3.3,3.3,0,0,1,simple,simple,simple,present,4,4,16,16,210,210,4.2,4.2,libriform,libriform,,0,>1,3-5,,self,7.5,Emilio,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Papaveraceae, with comments on vessel restriction patterns. IAWA journal, 9(3), 253-267.",Argemone_fruticosa_MADw_47068_stem,Ranunculales_Papaveraceae_Argemone_fruticosa_Thurber ex A. Gray_MADw_47068_stem,,,,,,0.19,0.44
Caryophyllales,Asteropeiaceae,Asteropeia,micraster,Hallier f.,Thouvenot,149,stem,,,70,70,1.14,1.14,25,,507,507,about 4 um,4,0,0,1,simple,simple,simple,present,4,4,,,746,746,,,fiber tracheids,fiber tracheids,,4--6,,,1.18,self,,Beto,"Carlquist, S. (2006). Asteropeia and Physena (Caryophyllales): A case study in comparative wood anatomy. Brittonia, 58(4), 301-313.",Asteropeia_micraster_Thouvenot_149_stem,Caryophyllales_Asteropeiaceae_Asteropeia_micraster_Hallier f._Thouvenot_149_stem,,,,,,0.06,0.00
